transaction_id,item,quantity,txn_date
T126,Chips,1,2025-12-24
T126,Butter,3,2025-12-24
T126,Cola,2,2025-12-24
T126,Diaper,1,2025-12-24
T126,Milk,2,2025-12-24
T127,Cheese,3,2025-08-31
T128,Butter,3,2025-03-06
T128,Diaper,3,2025-03-06
T128,Cola,2,2025-03-06
T128,Bread,1,2025-03-06
T129,Milk,2,2025-03-15
T129,Chips,3,2025-03-15
T129,Cola,1,2025-03-15
T129,Bread,1,2025-03-15
T130,Eggs,2,2025-02-11
T130,Cheese,3,2025-02-11
T130,Butter,3,2025-02-11
T130,Chips,2,2025-02-11
T131,Cola,1,2025-11-13
T131,Chips,1,2025-11-13
T131,Bread,3,2025-11-13
T132,Eggs,1,2025-08-16
T132,Beer,3,2025-08-16
T132,Milk,2,2025-08-16
T132,Chips,1,2025-08-16
T132,Bread,1,2025-08-16
T132,Cheese,2,2025-08-16
T133,Eggs,2,2025-07-03
T134,Diaper,1,2025-12-16
T134,Beer,1,2025-12-16
T134,Butter,1,2025-12-16
T134,Eggs,1,2025-12-16
T135,Butter,2,2025-04-29
T135,Beer,3,2025-04-29
T135,Cola,2,2025-04-29
T135,Eggs,2,2025-04-29
T135,Milk,2,2025-04-29
T136,Bread,2,2025-02-07
T136,Cola,2,2025-02-07
T136,Eggs,3,2025-02-07
T136,Cheese,2,2025-02-07
T136,Chips,3,2025-02-07
T136,Milk,2,2025-02-07
T137,Eggs,1,2025-02-24
T137,Cola,2,2025-02-24
T137,Juice,3,2025-02-24
T137,Milk,2,2025-02-24
T137,Beer,3,2025-02-24
T137,Cheese,2,2025-02-24
T138,Eggs,3,2025-12-18
T138,Bread,1,2025-12-18
T138,Butter,3,2025-12-18
T138,Diaper,3,2025-12-18
T138,Chips,2,2025-12-18
T138,Juice,2,2025-12-18
T139,Juice,3,2025-04-23
T139,Cheese,1,2025-04-23
T140,Eggs,2,2025-01-21
T140,Diaper,2,2025-01-21
T140,Milk,1,2025-01-21
T140,Cheese,3,2025-01-21
T140,Butter,2,2025-01-21
T141,Diaper,1,2025-03-31
T141,Milk,1,2025-03-31
T141,Eggs,3,2025-03-31
T141,Juice,2,2025-03-31
T141,Cheese,3,2025-03-31
T141,Beer,3,2025-03-31
T142,Diaper,3,2025-06-01
T142,Eggs,2,2025-06-01
T142,Cola,1,2025-06-01
T143,Milk,3,2025-12-13
T143,Diaper,3,2025-12-13
T143,Beer,2,2025-12-13
T143,Butter,3,2025-12-13
T144,Milk,3,2025-05-16
T144,Butter,1,2025-05-16
T144,Bread,2,2025-05-16
T145,Eggs,3,2025-02-25
T145,Butter,1,2025-02-25
T145,Cheese,2,2025-02-25
T146,Juice,2,2025-10-15
T147,Beer,2,2025-11-29
T147,Milk,1,2025-11-29
T147,Cola,1,2025-11-29
T147,Cheese,1,2025-11-29
T147,Diaper,1,2025-11-29
T148,Cola,3,2025-05-01
T148,Milk,1,2025-05-01
T148,Chips,2,2025-05-01
T149,Cheese,2,2025-03-21
T149,Chips,3,2025-03-21
T149,Butter,1,2025-03-21
T149,Eggs,2,2025-03-21
T150,Butter,2,2025-04-22
T150,Eggs,2,2025-04-22
T150,Bread,1,2025-04-22
T150,Cheese,2,2025-04-22
T150,Diaper,1,2025-04-22
T151,Cheese,1,2025-04-08
T151,Chips,2,2025-04-08
T151,Juice,1,2025-04-08
T151,Bread,3,2025-04-08
T151,Beer,1,2025-04-08
T151,Diaper,3,2025-04-08
T152,Juice,3,2025-03-06
T152,Bread,1,2025-03-06
T152,Chips,1,2025-03-06
T152,Butter,3,2025-03-06
T152,Diaper,1,2025-03-06
T152,Milk,3,2025-03-06
T153,Beer,3,2025-03-17
T153,Cheese,1,2025-03-17
T154,Diaper,1,2025-03-31
T154,Juice,3,2025-03-31
T154,Eggs,1,2025-03-31
T155,Bread,3,2025-05-02
T155,Cheese,2,2025-05-02
T156,Diaper,1,2025-05-16
T157,Butter,3,2025-02-28
T157,Chips,1,2025-02-28
T158,Cola,1,2025-09-15
T158,Cheese,3,2025-09-15
T158,Milk,1,2025-09-15
T158,Beer,3,2025-09-15
T159,Chips,2,2025-09-03
T159,Eggs,2,2025-09-03
T159,Cola,3,2025-09-03
T159,Cheese,1,2025-09-03
T159,Bread,2,2025-09-03
T159,Butter,3,2025-09-03
T160,Milk,1,2025-03-17
T160,Juice,1,2025-03-17
T160,Cheese,2,2025-03-17
T160,Eggs,3,2025-03-17
T161,Juice,2,2025-05-31
T161,Chips,3,2025-05-31
T161,Cheese,3,2025-05-31
T161,Beer,2,2025-05-31
T161,Eggs,1,2025-05-31
T161,Cola,3,2025-05-31
T162,Chips,2,2025-04-21
T163,Beer,2,2025-08-21
T163,Butter,2,2025-08-21
T163,Cheese,3,2025-08-21
T163,Chips,1,2025-08-21
T164,Butter,1,2025-07-11
T164,Cheese,3,2025-07-11
T164,Eggs,2,2025-07-11
T165,Milk,1,2025-02-13
T166,Milk,3,2025-01-31
T166,Cheese,3,2025-01-31
T166,Diaper,3,2025-01-31
T166,Eggs,2,2025-01-31
T167,Milk,2,2025-01-27
T167,Butter,3,2025-01-27
T167,Cheese,2,2025-01-27
T167,Chips,2,2025-01-27
T167,Cola,1,2025-01-27
T167,Beer,3,2025-01-27
T168,Beer,3,2025-06-29
T168,Diaper,2,2025-06-29
T168,Cola,1,2025-06-29
T168,Milk,2,2025-06-29
T168,Bread,3,2025-06-29
T169,Butter,3,2025-11-15
T169,Chips,3,2025-11-15
T170,Chips,2,2025-12-26
T170,Bread,2,2025-12-26
T170,Eggs,2,2025-12-26
T170,Juice,1,2025-12-26
T170,Milk,1,2025-12-26
T170,Diaper,1,2025-12-26
T171,Butter,1,2025-01-16
T171,Milk,3,2025-01-16
T171,Diaper,3,2025-01-16
T171,Cheese,1,2025-01-16
T171,Juice,2,2025-01-16
T172,Cola,3,2025-06-09
T172,Cheese,2,2025-06-09
T172,Diaper,3,2025-06-09
T172,Juice,3,2025-06-09
T173,Bread,1,2025-03-21
T174,Bread,2,2025-08-06
T174,Milk,3,2025-08-06
T174,Eggs,2,2025-08-06
T174,Beer,2,2025-08-06
T174,Cheese,2,2025-08-06
T175,Chips,2,2025-06-26
T175,Milk,1,2025-06-26
T176,Juice,1,2025-01-24
T176,Cola,2,2025-01-24
T176,Eggs,3,2025-01-24
T177,Bread,2,2025-04-15
T178,Diaper,2,2025-05-29
T178,Eggs,1,2025-05-29
T179,Cola,1,2025-08-09
T180,Butter,1,2025-12-27
T180,Chips,3,2025-12-27
T181,Cheese,2,2025-01-22
T181,Milk,1,2025-01-22
T181,Butter,2,2025-01-22
T181,Cola,1,2025-01-22
T181,Juice,2,2025-01-22
T182,Butter,1,2025-07-27
T182,Juice,2,2025-07-27
T182,Chips,1,2025-07-27
T182,Diaper,3,2025-07-27
T182,Bread,2,2025-07-27
T183,Cheese,3,2025-08-12
T183,Milk,2,2025-08-12
T183,Butter,3,2025-08-12
T183,Cola,1,2025-08-12
T183,Bread,2,2025-08-12
T183,Chips,2,2025-08-12
T184,Cheese,3,2025-09-19
T184,Beer,1,2025-09-19
T184,Juice,3,2025-09-19
T184,Butter,3,2025-09-19
T184,Milk,1,2025-09-19
T184,Bread,2,2025-09-19
T185,Diaper,2,2025-03-16
T185,Beer,1,2025-03-16
T185,Milk,1,2025-03-16
T186,Diaper,2,2025-09-10
T186,Milk,3,2025-09-10
T186,Juice,3,2025-09-10
T186,Butter,2,2025-09-10
T186,Cheese,3,2025-09-10
T187,Juice,2,2025-02-04
T187,Cheese,2,2025-02-04
T187,Chips,3,2025-02-04
T187,Milk,2,2025-02-04
T187,Beer,2,2025-02-04
T188,Bread,1,2025-08-20
T188,Cheese,1,2025-08-20
T188,Milk,2,2025-08-20
T188,Diaper,2,2025-08-20
T188,Beer,1,2025-08-20
T189,Milk,2,2025-01-22
T189,Chips,3,2025-01-22
T189,Butter,3,2025-01-22
T189,Beer,1,2025-01-22
T189,Eggs,2,2025-01-22
T189,Cheese,3,2025-01-22
T190,Chips,2,2025-02-22
T190,Diaper,3,2025-02-22
T190,Bread,1,2025-02-22
T190,Beer,3,2025-02-22
T191,Diaper,3,2025-09-26
T191,Bread,3,2025-09-26
T191,Beer,1,2025-09-26
T191,Cheese,2,2025-09-26
T191,Cola,2,2025-09-26
T191,Butter,2,2025-09-26
T192,Butter,3,2025-11-20
T192,Cheese,2,2025-11-20
T192,Bread,1,2025-11-20
T192,Juice,2,2025-11-20
T193,Chips,2,2025-12-14
T194,Eggs,3,2025-02-11
T194,Diaper,3,2025-02-11
T194,Cheese,1,2025-02-11
T195,Eggs,3,2025-11-01
T195,Butter,1,2025-11-01
T195,Diaper,2,2025-11-01
T196,Butter,3,2025-12-17
T196,Cheese,1,2025-12-17
T196,Diaper,3,2025-12-17
T196,Chips,3,2025-12-17
T196,Juice,2,2025-12-17
T197,Cheese,2,2025-04-20
T197,Bread,2,2025-04-20
T197,Juice,1,2025-04-20
T197,Diaper,1,2025-04-20
T197,Milk,1,2025-04-20
T198,Milk,3,2025-02-21
T198,Eggs,3,2025-02-21
T199,Chips,2,2025-11-02
T199,Bread,1,2025-11-02
T199,Cheese,1,2025-11-02
T199,Butter,1,2025-11-02
T199,Eggs,3,2025-11-02
T199,Milk,3,2025-11-02
T200,Cola,2,2025-07-30
T200,Bread,3,2025-07-30
